"__mclCluster","EnrichmentMap::-log10(pvalue) (A2_enrichment)","EnrichmentMap::-log10(pvalue)*sign(NES) (A2_enrichment)","EnrichmentMap::-log10(pvalue)_max","EnrichmentMap::Colouring (A2_enrichment)","EnrichmentMap::Dataset_Chart","EnrichmentMap::ES (A2_enrichment)","EnrichmentMap::fdr_qvalue (A2_enrichment)","EnrichmentMap::fwer_qvalue (A2_enrichment)","EnrichmentMap::Genes","EnrichmentMap::GS_DESCR","EnrichmentMap::gs_size","EnrichmentMap::GS_Type","EnrichmentMap::Name","EnrichmentMap::NES (A2_enrichment)","EnrichmentMap::pvalue (A2_enrichment)","name","selected","shared name"
"10","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.6292","0.0079","0.449","DNAJB12|UBR4|KLHL15|VCP|UFD1|ABCB10|RHBDD1|TM7SF3|HDAC6|RNF126|HERPUD1|DNAJC10|PTPN1|TBL2|MANF|HSPD1|NFE2L2|RNF7|ERN2|DAXX|BAK1|AMFR|CDK5RAP3|ATXN3|DDIT3|EDEM2|HSPA5|BAX|UBE2W|HSPA1A|HSF1|ATF6|UBR5|HERPUD2|RTCB|ASB11|VAPB|CREBZF|CUL3|PACRG|ERMP1|STUB1|TMBIM4|AKIRIN2|HSPB8|SIRT1|YOD1|ERN1|PARP6|BHLHA15|CREB3L1|TMTC4|PARP16|CREB3|CTH|ATF4|PARP8|BAG3|DNAJB14|AGR2|OPTN|EIF2AK3|ATF6B|DERL3|DERL2|TMBIM6|MBTPS1|MBTPS2|RHBDD2|SERP1|XBP1|QRICH1|PRKN|DAB2IP|WFS1|EIF2S1|EDEM3|SERP2|CAV1|DNAJC18|RPAP2|SELENOS|DERL1","cellular response to topologically incorrect protein","83","ENR","CELLULAR RESPONSE TO TOPOLOGICALLY INCORRECT PROTEIN%GOBP%GO:0035967","2.0155","0.0","CELLULAR RESPONSE TO TOPOLOGICALLY INCORRECT PROTEIN%GOBP%GO:0035967","false","CELLULAR RESPONSE TO TOPOLOGICALLY INCORRECT PROTEIN%GOBP%GO:0035967"
,"2.2291479883578558","-2.2291479883578558","2.2291479883578558","-0.9941","1","-0.6154","0.0418","0.938","ABCA2|CNTNAP1|TPPP|SOX8|EIF2B4|PRDM8|SLC8A3|ZNF488|HES5|B4GALT6|EIF2B1|EIF2B5|PTEN|EIF2B3|EIF2B2|SOX9|MIOS|SOX10|MYRF|SHH|NSUN5|GPM6B|CLU|PLP1|CDK5|TENM4|SOX6|PTPRZ1|CFH|B4GALT5|SOX13","oligodendrocyte differentiation","31","ENR","OLIGODENDROCYTE DIFFERENTIATION%GOBP%GO:0048709","-1.8404","0.0059","OLIGODENDROCYTE DIFFERENTIATION%GOBP%GO:0048709","false","OLIGODENDROCYTE DIFFERENTIATION%GOBP%GO:0048709"
"1","2.795880017344075","2.795880017344075","2.795880017344075","0.9984","1","0.7843","0.0067","0.372","FDFT1|ACAT2|FDPS|NSDHL|MSMO1|SOAT1|CYP51A1|LSS|GGPS1|TM7SF2|LIPA|DHCR24|SC5D|EBP|MVD|HSD17B7|MVK|HMGCR|SQLE|PMVK|IDI1","Wolman Disease","21","ENR","WOLMAN DISEASE%PATHWHIZ%PW000487","2.031","0.0016","WOLMAN DISEASE%PATHWHIZ%PW000487","false","WOLMAN DISEASE%PATHWHIZ%PW000487"
,"2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.782","0.0412","1.0","MORC3|BCLAF1|JARID2|RBBP7|THRAP3|ELL|AEBP2|STK38|EZH2|RBBP4|EED|EZH1|SUZ12|TRIM35|SETX","Interactome of polycomb repressive complex 2 PRC2","15","ENR","INTERACTOME OF POLYCOMB REPRESSIVE COMPLEX 2 PRC2 %WIKIPATHWAYS_20250810%WP2916%HOMO SAPIENS","1.8311","0.0","INTERACTOME OF POLYCOMB REPRESSIVE COMPLEX 2 PRC2 %WIKIPATHWAYS_20250810%WP2916%HOMO SAPIENS","false","INTERACTOME OF POLYCOMB REPRESSIVE COMPLEX 2 PRC2 %WIKIPATHWAYS_20250810%WP2916%HOMO SAPIENS"
"9","2.3279021420642825","2.3279021420642825","2.3279021420642825","0.9953","1","0.684","0.0447","1.0","SLC27A6|ACSL3|SLC27A1|SLC27A4|BDKRB2|FABP5|ABCD2|SLC27A2|SLC27A5|CPT1A|PLA2G1B|ACSL1|NMUR2|RPS6KB1|ABCD4|SLC25A20|FABP9|FABP3|ABCD3|ABCD1|CD36|SLC2A1|APOE|MFSD2A|ACE|PNPLA8|CPT1B|DRD2|PPARG|SPX|FABP4|CPT2|DRD3|DRD4","long-chain fatty acid transport","34","ENR","LONG-CHAIN FATTY ACID TRANSPORT%GOBP%GO:0015909","1.8202","0.0047","LONG-CHAIN FATTY ACID TRANSPORT%GOBP%GO:0015909","false","LONG-CHAIN FATTY ACID TRANSPORT%GOBP%GO:0015909"
"6","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7831","0.0015","0.048","ELOVL7|ACSL3|TECRL|ACSF3|ACSBG1|PPT1|PPT2|SLC27A3|ELOVL5|ACSBG2|ELOVL3|HACD1|TECR|HACD3|SCD|HSD17B3|ACACA|HACD2|HSD17B8|ELOVL4|ACLY|SLC27A2|ACSL1|ACSL5|ELOVL6|CBR4|SCD5|FASN|HSD17B12|HACD4|HTD2|MORC2|ELOVL1|OLAH|ELOVL2|ACSL6|ACSL4","Fatty acyl-CoA biosynthesis","37","ENR","FATTY ACYL-COA BIOSYNTHESIS%REACTOME%R-HSA-75105.12","2.1388","0.0","FATTY ACYL-COA BIOSYNTHESIS%REACTOME%R-HSA-75105.12","false","FATTY ACYL-COA BIOSYNTHESIS%REACTOME%R-HSA-75105.12"
"14","2.886056647693163","-2.886056647693163","2.886056647693163","-1.0","1","-0.5146","0.0049","0.068","MRPL33|MRPL4|MRPL41|MRPL42|MTRFR|MRPL2|MRPL1|WARS2|CHCHD1|MRPS28|TSFM|MRPS26|MRPS27|MRPS24|MRPS25|MRPS23|MRPS18B|MRPL49|MRPS2|MRPS18A|MRPS21|MRPL47|MRPL48|MRPS7|MRPL45|MRPL46|MRPS30|MRPS6|MRPS5|MRPL43|MRPS18C|MRPL44|MRPL52|MRPL53|MRPL50|MRPL15|MRPS9|MRPL51|MRPS35|RARS2|MRPS33|MRPL18|MRPL19|MRPS34|MRPL16|MRPL17|MRPS31|MRPL14|MRPL58|MRPL12|MRPL57|MTRF1|MRPL13|MRPL54|MRPL10|MRPL55|MRPL20|GADD45GIP1|MRPL27|MRPL28|MRPL24|OXA1L|MRPL21|MRPL22|MRPL30|MRPS17|GFM1|MRPS16|MRPS14|HARS2|MRPL3|AURKAIP1|DAP3|MRPL40|MTIF2|GATB|GATC|GFM2|MTRF1L|EARS2|DARS2|YARS2|LARS2|SARS2|TARS2|IARS2|QRSL1|TUFM|FASTKD2|MRPL11|MRPL23|PTCD3|MRPS15|GARS1|MRPS11|MRPS12|MRPL34|MRPL9|MRPL35|MRPL38|AARS2|MRPS10|MTIF3|MRPL39|MRPL36|MRPL37|MRPS22|MRPL32","mitochondrial translation","108","ENR","MITOCHONDRIAL TRANSLATION%GOBP%GO:0032543","-2.0908","0.0","MITOCHONDRIAL TRANSLATION%GOBP%GO:0032543","false","MITOCHONDRIAL TRANSLATION%GOBP%GO:0032543"
"1","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7843","0.0098","0.608","FDFT1|ACAT2|FDPS|NSDHL|MSMO1|SOAT1|CYP51A1|LSS|GGPS1|TM7SF2|LIPA|DHCR24|SC5D|EBP|MVD|HSD17B7|MVK|HMGCR|SQLE|PMVK|IDI1","Cerivastatin Action Pathway","21","ENR","CERIVASTATIN ACTION PATHWAY%PATHWHIZ%PW000271","1.9904","0.0","CERIVASTATIN ACTION PATHWAY%PATHWHIZ%PW000271","false","CERIVASTATIN ACTION PATHWAY%PATHWHIZ%PW000271"
"14","2.886056647693163","-2.886056647693163","2.886056647693163","-1.0","1","-0.5394","0.0045","0.068","MRPL33|MRPL4|MIEF1|MRPL41|MALSU1|MRPL42|MTRFR|MRPL2|MTRES1|MRPL1|CHCHD1|MRPS28|MRPS26|MRPS27|MRPS24|MRPS25|MRPS23|MRPS18B|MRPL49|MRPS2|MRPS18A|MRPS21|MRPL47|MRPL48|MRPS7|MRPL45|MRPL46|MRPS30|MRPS6|MRPS5|MRPL43|MRPS18C|MRPL44|MRPL52|MRPL53|MRPL50|MRPL15|MRPS9|MRPL51|MRPS35|MRPS33|MRPL18|MRPL19|MRPS34|MRPL16|MRPL17|MRPS31|MRPL14|MRPL58|MRPL12|MRPL57|MRPL13|MRPL54|MRPL10|MRPL55|MRPL20|GADD45GIP1|MRPL27|MRPL28|ERAL1|OXA1L|MRPL24|MRPL21|MRPL22|KGD4|MRPL30|MRPS17|MRPS16|MRPS14|MRPL11|MRPL3|MRPL23|AURKAIP1|PTCD3|MRPS15|DAP3|MRPS11|MRPS12|MRPL40|MRPL34|MRPL9|MRPL35|MRPL38|MRPS10|MRPL39|MRPL36|MRPL37|MRPS22|NDUFAB1|MRPL32","Mitochondrial ribosome-associated quality control","90","ENR","MITOCHONDRIAL RIBOSOME-ASSOCIATED QUALITY CONTROL%REACTOME%R-HSA-9937383.1","-2.0903","0.0","MITOCHONDRIAL RIBOSOME-ASSOCIATED QUALITY CONTROL%REACTOME%R-HSA-9937383.1","false","MITOCHONDRIAL RIBOSOME-ASSOCIATED QUALITY CONTROL%REACTOME%R-HSA-9937383.1"
"1","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7719","0.0","0.0","FDFT1|FDPS|INSIG1|SAR1B|CYP51A1|NCOA6|ACACA|SCD|DHCR7|TBL1XR1|TBL1X|KPNB1|IDI1|RXRA|MED1|NFYC|SMARCD3|FASN|SC5D|CHD9|MTF1|SEC23A|INSIG2|TGS1|SCAP|NCOA1|SEC24B|SQLE|SEC24A|HELZ2|SEC24D|SEC24C|RAN|HMGCS1|PPARA|LSS|GGPS1|ELOVL6|NCOA2|SP1|MBTPS1|MBTPS2|CARM1|TM7SF2|ACACB|SREBF2|NFYA|NFYB|MVD|MVK|GPAM|PMVK|CREBBP","Regulation of cholesterol biosynthesis by SREBP (SREBF)","53","ENR","REGULATION OF CHOLESTEROL BIOSYNTHESIS BY SREBP (SREBF)%REACTOME DATABASE ID RELEASE 93%1655829","2.3478","0.0","REGULATION OF CHOLESTEROL BIOSYNTHESIS BY SREBP (SREBF)%REACTOME DATABASE ID RELEASE 93%1655829","false","REGULATION OF CHOLESTEROL BIOSYNTHESIS BY SREBP (SREBF)%REACTOME DATABASE ID RELEASE 93%1655829"
"22","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.6068","0.0128","0.791","IKBKE|SCARB1|VSTM2A|ABCA2|SPP1|PLIN5|CES1|SAR1B|LIPG|AKT2|ABCA5|ACSL1|LDLRAP1|ACSL5|ABCA8|SCP2|AVPR1B|ANXA2|DISP3|NUS1|APOE|TNFRSF11A|OSBPL6|TSPO|APOB|APOA1|MSR1|APOA2|NMB|TNFSF11|DBI|PON1|CETP|NKX3-1|AGT|ABCB4|CYP4A11|PLIN3|PLIN2|SIRT1|PPARA|PPARD|FIS1|ARV1|CRH|EHD1|C3|CRHR1|ABCA7|ABCA12|ABHD5|TMEM30A|FASLG|PCSK9|ABCA13|AKT1|FABP3|POMC|GALR1|TNF|PRELID1|TREM2|P2RX4|TTC39B|TRIAP1|APOA4|LRP1|C1QTNF1|ZC3H12A|CAV1|KCNK9|PRAP1|IRS2|SYK|PTPN2|ABCA1|APOC3|APOC2|GHRL|NFKB1|NFKBIA|EPRS1|NR1H2|NR1H3|IL1B|APOC1|RXRA|ZDHHC8|SURF4|ABCG1|PLA2G10|PLA2R1|AGTR1|HILPDA|EEPD1|IL6|CYP4F2|GDF9|CYP19A1|LAMTOR1|GAL|ITGB3|ITGAV|CRP|YJEFN3|REPIN1|SHH|PRKN|TMEM97|ADIPOQ|ABCA3|PLTP|GPS2|SREBF2|PPARG|PTCH1|NAXE|LPL|LPCAT3|THBS1","regulation of lipid localization","120","ENR","REGULATION OF LIPID LOCALIZATION%GOBP%GO:1905952","1.9578","0.0","REGULATION OF LIPID LOCALIZATION%GOBP%GO:1905952","false","REGULATION OF LIPID LOCALIZATION%GOBP%GO:1905952"
"1","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7772","0.0041","0.185","FDFT1|SLC27A4|FDPS|HMGCS1|MSMO1|LDLR|SAR1B|CYP51A1|ABCG8|DGAT1|ABCA1|DHCR7|MTTP|LBR|HSD17B7|IDI1|NPC1L1|ACAT2|MGAT1|CD36|FABP2|TM7SF2|APOB|DHCR24|ABCG5|APOA4|SC5D|MVD|EBP|MVK|HMGCR|SQLE|PMVK","Enterocyte cholesterol metabolism","33","ENR","ENTEROCYTE CHOLESTEROL METABOLISM%WIKIPATHWAYS_20250810%WP5333%HOMO SAPIENS","2.0733","0.0","ENTEROCYTE CHOLESTEROL METABOLISM%WIKIPATHWAYS_20250810%WP5333%HOMO SAPIENS","false","ENTEROCYTE CHOLESTEROL METABOLISM%WIKIPATHWAYS_20250810%WP5333%HOMO SAPIENS"
,"2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7291","0.0216","0.969","HSPA1B|TAL1|HMGB2|ABCB10|ETS1|STAT1|ACVR1B|STAT3|ZNF16|STAT5B|PRKDC|ARNT|HIF1A|GATA1|FOXO3|MED1|FAM210B|ANKRD54|BRD1|ACVR2A|RHEX|HSPA1A|MAPK14|GLUL|INHBA|PRMT1|NCKAP1L","positive regulation of erythrocyte differentiation","27","ENR","POSITIVE REGULATION OF ERYTHROCYTE DIFFERENTIATION%GOBP%GO:0045648","1.9031","0.0","POSITIVE REGULATION OF ERYTHROCYTE DIFFERENTIATION%GOBP%GO:0045648","false","POSITIVE REGULATION OF ERYTHROCYTE DIFFERENTIATION%GOBP%GO:0045648"
,"2.886056647693163","-2.886056647693163","2.886056647693163","-1.0","1","-0.6599","0.0216","0.498","SUPT4H1|POLR2I|POLR2J|POLR2K|GTF2F2|SUPT5H|POLR2B|POLR2L|GTF2F1|NELFA|NELFE|CTDP1|NCBP1|POLR2E|POLR2A|POLR2C|POLR2D|NELFB|POLR2F|POLR2G|NELFCD|POLR2H|NCBP2","Abortive elongation of HIV-1 transcript in the absence of Tat","23","ENR","ABORTIVE ELONGATION OF HIV-1 TRANSCRIPT IN THE ABSENCE OF TAT%REACTOME%R-HSA-167242.4","-1.9495","0.0","ABORTIVE ELONGATION OF HIV-1 TRANSCRIPT IN THE ABSENCE OF TAT%REACTOME%R-HSA-167242.4","false","ABORTIVE ELONGATION OF HIV-1 TRANSCRIPT IN THE ABSENCE OF TAT%REACTOME%R-HSA-167242.4"
"4","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7731","0.002","0.081","UBR4|ANGPTL4|PLAA|ELOVL5|DCAF5|SIRT1|KAT2B|BRCA1|NME1|ABCD2|APOA5|SLC45A3|ERLIN1|APOC3|APOC2|GPIHBP1|SIRT2|CD74|NR1H2|NR1H3|WDTC1|IL1B|EIF6|ABCD1|APOC1|MLXIPL|KIF12|LPGAT1|MID1IP1|ERLIN2|EDN2|COP1|TRIB3|EDN1|APOA4|PLA2G3|PIBF1|CEACAM1|ACADVL|PDK4|ACADL|PTGS2|KLHL25","regulation of fatty acid biosynthetic process","43","ENR","REGULATION OF FATTY ACID BIOSYNTHETIC PROCESS%GOBP%GO:0042304","2.1149","0.0","REGULATION OF FATTY ACID BIOSYNTHETIC PROCESS%GOBP%GO:0042304","false","REGULATION OF FATTY ACID BIOSYNTHETIC PROCESS%GOBP%GO:0042304"
"7","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.6546","7.0E-4","0.019","PNLIPRP3|SCARB1|MTCH2|FUNDC2|ACSM3|ABCA2|INSIG1|CES1|TM6SF2|PNPLA4|ABCG8|SAR1B|PCSK5|LIPG|RORA|APOA5|ANGPTL8|CCDC127|MTTP|SOAT2|TLCD3A|LCAT|RBP1|TLCD4|NR1D2|TLCD2|ABCG4|TLCD1|LDAH|ABCA5|APOC4|MTLN|LDLRAP1|RCN3|TLCD3B|C1QTNF3|CYP39A1|GRAMD1B|USF1|FBXW7|DISP3|ABCD1|CYP7B1|APOE|ADCK1|CYP7A1|APOM|APOB|APOA1|PNPLA8|ACSM1|APOA2|CAV3|ABHD4|DDX3X|CETP|LRP5|OSBPL11|HSDL2|ABCB4|FGFR4|SIRT1|CLN8|PLA2G12B|PRKAA1|CD24|EHD1|GPIHBP1|ABHD5|THADA|PCSK9|DGAT2|HNF4A|FABP3|PNPLA5|NR1D1|MALL|ACSM2A|OR10J5|ZBTB20|TREM2|TTC39B|ACACB|APOA4|AKR1C1|CAV1|FURIN|IRS2|POLD1|HDAC9|PRKAA2|ATP13A2|ABCA1|NPC2|APOC3|APOC2|CEBPA|LIMA1|IL18|NR1H2|NR1H3|NEGR1|ABHD8|APOC1|PNLIP|NR1H4|PNPLA3|NPC1L1|PNPLA2|SURF4|RALY|ABCG1|INS|PLA2G10|ABCG5|ABCB11|EPHX2|OSBPL8|FITM2|CNBP|TSKU|GCKR|ANGPTL4|ORMDL1|LAMTOR1|LDLR|SOAT1|ORMDL2|ORMDL3|PNPLA1|ENPP7|NPC1|LIPC|ANGPTL3|RAB30|MLXIPL|USF2|XBP1|TMEM97|SLC25A46|PPARG|PNLIPRP1|PNLIPRP2|LPL|MINAR2","lipid homeostasis","145","ENR","LIPID HOMEOSTASIS%GOBP%GO:0055088","2.1727","0.0","LIPID HOMEOSTASIS%GOBP%GO:0055088","false","LIPID HOMEOSTASIS%GOBP%GO:0055088"
,"2.5528419686577806","2.5528419686577806","2.5528419686577806","0.9972","1","0.5863","0.0467","1.0","ZNF692|ARPP19|SIK1|C1QTNF12|PTPN2|DDB1|RORA|EPM2AIP1|USP7|MLYCD|SLC45A3|RORC|SORBS1|MST1|PTH|ZFP92|AKT2|C1QTNF3|PPARGC1A|SDHAF3|OGT|EP300|ACTN3|FBP1|FOXO1|INS|PGP|PPP1R3E|BCKDK|FOXK2|GCK|FOXK1|IGF1|SIRT1|NNMT|PHKA1|PHKG2|GNB3|PDK1|DYRK2|DGKQ|PRKAG1|AKT1|PDK3|PDK2|PRKAG2|ADIPOR1|MTCL2|PRKAG3|PRKN|CRY1|ADIPOQ|ERFE|SIRT6|INSR|GPLD1|GNMT|IGF2|IRS1|NR0B1|PMAIP1|SIRT7|CTDSPL2|IRS2|SELENOS|CLK2|PDK4|KAT2A","regulation of glucose metabolic process","68","ENR","REGULATION OF GLUCOSE METABOLIC PROCESS%GOBP%GO:0010906","1.8107","0.0028","REGULATION OF GLUCOSE METABOLIC PROCESS%GOBP%GO:0010906","false","REGULATION OF GLUCOSE METABOLIC PROCESS%GOBP%GO:0010906"
,"2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.5957","0.0121","0.764","IGFBP1|VEGFA|DKC1|PREB|TSPYL2|NOLC1|DDIT4|ATF3|EIF4A2|EIF4A1|POP4|EIF4A3|RRP9|EDC4|RPS14|TATDN2|KHSRP|BANF1|HEL-S-61|CHAC1|IMP3|SLC30A5|DDX10|PDIA5|ERN1|NHP2|ATP6V0D1|TARS1|ATF4|SHC1|BAG3|ERO1A|EIF4EBP1|SSR1|SEC31A|FUS|EDEM1|LSM1|ASNS|EEF2|HEL-S-89N|LSM4|CNOT4|CNOT6|CNOT2|SRPRA|SRPRB|HYOU1|HEL-S-125M|IARS|ALDH18A1|DCP1A|EIF4G1|FKBP14|SERP1|WIPI1|YWHAZ|SKIC3|DCP2|SKIV2L2|EXOC2|DCTN1|GOSR2|CEBPG|CXXC1|KDELR3|SDAD1|EXOSC5|EXOSC4|EXOSC10|SEC11A|EXOSC1|PAIP1|NFYA|NFYB|SPCS3|SPCS1|XPOT|PSAT1|DNAJA4|CEBPB|NPM1|STC2|HEL-S-99N|EIF4E|DNAJC3|IFIT1|NOP56|TUBB2A|NABP1|H2AX|CCL2|CKS1B|MTHFD2|SLC7A5|SLC1A4|XBP1|WFS1|DNAJB9|EIF2S1","HALLMARK_UNFOLDED_PROTEIN_RESPONSE","100","ENR","HALLMARK_UNFOLDED_PROTEIN_RESPONSE%MSIGDBHALLMARK%HALLMARK_UNFOLDED_PROTEIN_RESPONSE","1.9644","0.0","HALLMARK_UNFOLDED_PROTEIN_RESPONSE%MSIGDBHALLMARK%HALLMARK_UNFOLDED_PROTEIN_RESPONSE","false","HALLMARK_UNFOLDED_PROTEIN_RESPONSE%MSIGDBHALLMARK%HALLMARK_UNFOLDED_PROTEIN_RESPONSE"
"2","2.886056647693163","-2.886056647693163","2.886056647693163","-1.0","1","-0.5025","0.0234","0.622","RPS4X|RPS15|RPL5|RPL7A|RPS17|RPS16|RPL18A|RPS18|RPLP2|RPL23|RPL35|RPL38|RPL37|RPL21|RPS7|RPS8|MARS1|RPL13A|RPL9P9|RPL37A|RPL24|RPL27|RPSA|RPL36|RPL4|RPL8|RPS12|RPS11|RPS13|RPL18|RPS3|RPL14|RPS2|RPS14|RPS19|RPL34|RPL6|RPL39|RPS9|RPS10|RPS5|RPL22|RPS6|RPL30|RPL26|RPL29|RPL28|UBA52|RPL10|RPL12|RPL36A|RPS15A|RPL13|RPL15|RPL17|RPL19|RPL41|RPL35A|RPL23A|RPS26|RPS25|RPL11|RPS28|RPS27|RPLP0|RPS29|RPS3A|RPL27A|RPS20|FAU|RPS21|RPS24|RPS23|RPL3|RACK1|RPL32|RPL31|RPLP1|RPL10A|RPL7","Protein Synthesis: Methionine","80","ENR","PROTEIN SYNTHESIS: METHIONINE%PATHWHIZ%PW112933","-1.9266","0.0","PROTEIN SYNTHESIS: METHIONINE%PATHWHIZ%PW112933","false","PROTEIN SYNTHESIS: METHIONINE%PATHWHIZ%PW112933"
"13","2.5686362358410126","2.5686362358410126","2.5686362358410126","0.9973","1","0.6043","0.0239","0.982","ZFP36L1|HIPK2|MLST8|RORA|SLC8A3|MDM4|CPEB2|OPRD1|VEGFA|NOP53|AQP1|TBL2|BMP7|BAD|NGB|HIF1A|FMN2|NFE2L2|CITED2|PIN1|CPEB1|EPAS1|PGK1|KCND2|P4HB|LMNA|GATA6|VHL|TWIST1|TP53|NOTCH1|ACAA2|HILPDA|AQP3|NDUFA4L2|SFRP1|PTGS2|BNIP3|NKX3-1|STUB1|SUV39H1|SCN2A|SIRT1|NPEPPS|MT3|EGLN1|TERT|PTGIS|ADO|TGFB1|SIRT2|MGARP|PDK1|EGLN3|TIGAR|PDK3|SUV39H2|MTOR|HYOU1|RPTOR|MDM2|ANGPT4|FAM162A|NDNF|ADAM8|FABP1|UBQLN1|BNIP3L|RGCC|MYC|PINK1|PPARG|EGLN2|PMAIP1|AK4|NDRG1|HP1BP3","cellular response to hypoxia","77","ENR","CELLULAR RESPONSE TO HYPOXIA%GOBP%GO:0071456","1.8924","0.0027","CELLULAR RESPONSE TO HYPOXIA%GOBP%GO:0071456","false","CELLULAR RESPONSE TO HYPOXIA%GOBP%GO:0071456"
"7","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.6572","0.014","0.836","SAR1B|HDLBP|PCSK5|LIPG|ABCA1|APOA5|ANGPTL8|NPC2|SOAT2|MTTP|LCAT|APOC3|LMF2|APOC2|LMF1|APOF|FGF21|LDLRAP1|APOC4|APOBR|CLTA|NCEH1|NR1H2|NR1H3|APOC1|ZDHHC8|AMN|RPS27A|VLDLR|UBC|APOE|ABCG1|P4HB|LIPA|UBB|CLTC|APOB|APOA1|LPA|APOA2|AP2S1|PRKACB|CETP|ANGPTL4|A2M|PRKACG|CREB3L3|LDLR|SOAT1|LSR|ALB|CUBN|GPIHBP1|CES3|PRKACA|PCSK9|NPC1|AP2B1|LIPC|ANGPTL3|MBTPS1|MBTPS2|MYLIP|UBA52|AP2M1|APOA4|AP2A1|FURIN|LPL|PCSK6|AP2A2","Lipoprotein metabolism","71","ENR","LIPOPROTEIN METABOLISM%REACTOME DATABASE ID RELEASE 93%174824","1.9481","0.0","LIPOPROTEIN METABOLISM%REACTOME DATABASE ID RELEASE 93%174824","false","LIPOPROTEIN METABOLISM%REACTOME DATABASE ID RELEASE 93%174824"
,"2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7529","0.0144","0.857","IL6|PRKG2|CCL2|HMOX1|IL12A|TMPRSS2|CXCL8|NFKB1|IRF3|CHUK|NFKBIA|GCLC|IL1B|NFE2L2|RXRA|TNF|IKBKB|MMP3|RELA|NQO1|GUCY1B1|SLC7A11|GCLM|ACE2|IKBKG|GUCY1A2|KEAP1","Antiviral and anti inflammatory effects of Nrf2 on SARS CoV 2 pathway","27","ENR","ANTIVIRAL AND ANTI INFLAMMATORY EFFECTS OF NRF2 ON SARS COV 2 PATHWAY%WIKIPATHWAYS_20250810%WP5113%HOMO SAPIENS","1.9448","0.0","ANTIVIRAL AND ANTI INFLAMMATORY EFFECTS OF NRF2 ON SARS COV 2 PATHWAY%WIKIPATHWAYS_20250810%WP5113%HOMO SAPIENS","false","ANTIVIRAL AND ANTI INFLAMMATORY EFFECTS OF NRF2 ON SARS COV 2 PATHWAY%WIKIPATHWAYS_20250810%WP5113%HOMO SAPIENS"
"30","2.5086383061657274","2.5086383061657274","2.5086383061657274","0.9969","1","0.6654","0.0455","1.0","SCARB1|MTHFD1|SAA1|FGA|ABCA1|GPX6|PLG|FOLR1|NFKB1|NFKB2|DHFR|GPX1|FLAD1|GPX4|FOLR3|GPX3|MTR|IL4|F2|IL1B|MAT1A|MTRR|SLC19A1|RELA|INS|SAA2|APOB|SAA4|MTHFS|SLC46A1|SERPINA3|IL6|HEL-S-78P|CCL2|LDLR|CTH|ALB|MTHFD2|CBS|IL2|IZUMO1R|CRP|SHMT1|HEL-S-44|HEL-S-51E|HBA2|PLAT|TNF|CSF1|INSR|MPO|F7|IFNG|HBB|GPX2|FOLR2","Folate metabolism","56","ENR","FOLATE METABOLISM%WIKIPATHWAYS_20250810%WP176%HOMO SAPIENS","1.8143","0.0031","FOLATE METABOLISM%WIKIPATHWAYS_20250810%WP176%HOMO SAPIENS","false","FOLATE METABOLISM%WIKIPATHWAYS_20250810%WP176%HOMO SAPIENS"
